index,EventID,Timestamp,TargetUserName,TicketEncryptionType,IpAddress,TicketOptions,LogonGuid,Status
33,4769,2024-03-19 23:26:37.166059,WIN10$@CSECLAB.TEST,0x00000012,::ffff:10.0.0.5,0x40810000,{21a8e88b-e24c-fe69-9807-8a0bcc5e66cd},0x00000000
34,4769,2024-03-19 23:26:40.994137,WIN10$@CSECLAB.TEST,0x00000012,::ffff:10.0.0.5,0x40810000,{1f50da02-e993-fa32-ce0c-4b1a28e2dd2b},0x00000000
35,4769,2024-03-19 23:27:33.242559,azradmin@CSECLAB.TEST,0x00000012,::ffff:10.0.0.5,0x40810000,{7e600043-0780-8360-cb93-1c2169dbe8c6},0x00000000
36,4769,2024-03-19 23:27:33.374027,azradmin@CSECLAB.TEST,0x00000012,::ffff:10.0.0.5,0x40800000,{7e600043-0780-8360-cb93-1c2169dbe8c6},0x00000000
37,4769,2024-03-19 23:27:33.495378,azradmin@CSECLAB.TEST,0x00000012,::ffff:10.0.0.5,0x40810000,{7e600043-0780-8360-cb93-1c2169dbe8c6},0x00000000
38,4769,2024-03-19 23:27:33.497797,azradmin@CSECLAB.TEST,0x00000012,::ffff:10.0.0.5,0x60810010,{7e600043-0780-8360-cb93-1c2169dbe8c6},0x00000000
39,4769,2024-03-19 23:27:37.491186,azradmin@CSECLAB.TEST,0x00000012,::ffff:10.0.0.5,0x40810000,{33a0ec4c-ae19-335a-218f-e88a812818ba},0x00000000
40,4769,2024-03-19 23:27:37.498436,azradmin@CSECLAB.TEST,0x00000012,::ffff:10.0.0.5,0x40810000,{33a0ec4c-ae19-335a-218f-e88a812818ba},0x00000000
41,4769,2024-03-19 23:34:49.245674,azradmin@CSECLAB.TEST,0x00000012,::ffff:10.0.0.6,0x40810000,{13ad1f76-1dc7-2db5-f745-6fc733bcd91b},0x00000000
42,4769,2024-03-19 23:34:49.247416,azradmin@CSECLAB.TEST,0x00000012,::ffff:10.0.0.6,0x60810010,{13ad1f76-1dc7-2db5-f745-6fc733bcd91b},0x00000000
43,4769,2024-03-19 23:34:49.271408,azradmin@CSECLAB.TEST,0x00000012,::ffff:10.0.0.6,0x40810000,{13ad1f76-1dc7-2db5-f745-6fc733bcd91b},0x00000000
44,4769,2024-03-19 23:34:50.107969,SERVER$@CSECLAB.TEST,0x00000012,::ffff:10.0.0.6,0x40810000,{a3bfd605-d9e8-bfc9-e1d0-6166626a3322},0x00000000
45,4769,2024-03-19 23:34:50.109268,SERVER$@CSECLAB.TEST,0x00000012,::ffff:10.0.0.6,0x60810010,{a3bfd605-d9e8-bfc9-e1d0-6166626a3322},0x00000000
46,4769,2024-03-19 23:34:50.155539,SERVER$@CSECLAB.TEST,0x00000012,::ffff:10.0.0.6,0x40800000,{a3bfd605-d9e8-bfc9-e1d0-6166626a3322},0x00000000
47,4769,2024-03-19 23:34:50.272314,SERVER$@CSECLAB.TEST,0x00000012,::ffff:10.0.0.6,0x40800000,{a3bfd605-d9e8-bfc9-e1d0-6166626a3322},0x00000000
48,4769,2024-03-19 23:34:55.154415,SERVER$@CSECLAB.TEST,0x00000012,::ffff:10.0.0.6,0x40810000,{6ab8273e-cde1-1723-8d7b-752e78d533f1},0x00000000
49,4769,2024-03-19 23:35:18.380550,SERVER$@CSECLAB.TEST,0x00000012,::ffff:10.0.0.6,0x40810000,{118bdd60-90f0-d382-8e06-b53edebb0c2e},0x00000000
50,4769,2024-03-19 23:35:18.381882,SERVER$@CSECLAB.TEST,0x00000012,::ffff:10.0.0.6,0x40800000,{118bdd60-90f0-d382-8e06-b53edebb0c2e},0x00000000
51,4769,2024-03-19 23:35:18.382219,SERVER$@CSECLAB.TEST,0x00000012,::ffff:10.0.0.6,0x60810010,{118bdd60-90f0-d382-8e06-b53edebb0c2e},0x00000000
52,4769,2024-03-19 23:35:18.478998,SERVER$@CSECLAB.TEST,0x00000012,::ffff:10.0.0.6,0x40800000,{118bdd60-90f0-d382-8e06-b53edebb0c2e},0x00000000
53,4769,2024-03-19 23:35:18.479853,SERVER$@CSECLAB.TEST,0x00000012,::ffff:10.0.0.6,0x40800000,{118bdd60-90f0-d382-8e06-b53edebb0c2e},0x00000000
54,4769,2024-03-19 23:35:18.480738,SERVER$@CSECLAB.TEST,0x00000012,::ffff:10.0.0.6,0x40810000,{118bdd60-90f0-d382-8e06-b53edebb0c2e},0x00000000
55,4769,2024-03-19 23:35:19.713610,SERVER$@CSECLAB.TEST,0x00000012,::ffff:10.0.0.6,0x40810000,{ba1b8662-7780-e873-539d-2b0b7e1657d8},0x00000000
56,4769,2024-03-19 23:35:19.915682,SERVER$@CSECLAB.TEST,0x00000012,::ffff:10.0.0.6,0x40810000,{ba1b8662-7780-e873-539d-2b0b7e1657d8},0x00000000
57,4769,2024-03-19 23:35:20.284237,SERVER$@CSECLAB.TEST,0x00000012,::ffff:10.0.0.6,0x40800000,{ebabc3df-9c14-7e1f-ee6f-fadbc980e6ee},0x00000000
58,4769,2024-03-19 23:35:20.286657,SERVER$@CSECLAB.TEST,0x00000012,::ffff:10.0.0.6,0x60810010,{ebabc3df-9c14-7e1f-ee6f-fadbc980e6ee},0x00000000
59,4769,2024-03-19 23:35:29.040047,SERVER$@CSECLAB.TEST,0x00000012,::ffff:10.0.0.6,0x40810000,{86d89687-461e-82b3-3148-c7e177c2d4c4},0x00000000
60,4769,2024-03-19 23:35:31.585558,SERVER$@CSECLAB.TEST,0x00000012,::ffff:10.0.0.6,0x40810000,{21d8d0e6-d347-a42b-ccfe-5959af5f277b},0x00000000
61,4769,2024-03-19 23:36:26.652802,azradmin@CSECLAB.TEST,0x00000012,::ffff:10.0.0.6,0x40810000,{e2979013-d538-8dc7-1e6d-5692bea042a2},0x00000000
62,4769,2024-03-19 23:36:26.811827,azradmin@CSECLAB.TEST,0x00000012,::ffff:10.0.0.6,0x40800000,{e2979013-d538-8dc7-1e6d-5692bea042a2},0x00000000
63,4769,2024-03-19 23:36:26.886894,azradmin@CSECLAB.TEST,0x00000012,::ffff:10.0.0.6,0x40810000,{e2979013-d538-8dc7-1e6d-5692bea042a2},0x00000000
64,4769,2024-03-19 23:36:26.889088,azradmin@CSECLAB.TEST,0x00000012,::ffff:10.0.0.6,0x60810010,{e2979013-d538-8dc7-1e6d-5692bea042a2},0x00000000
65,4769,2024-03-19 23:36:30.059290,azradmin@CSECLAB.TEST,0x00000012,::ffff:10.0.0.6,0x40810000,{983d2a25-5fb1-cdbb-5104-4f9b73b358e9},0x00000000
66,4769,2024-03-19 23:36:30.127695,azradmin@CSECLAB.TEST,0x00000012,::ffff:10.0.0.6,0x40810000,{983d2a25-5fb1-cdbb-5104-4f9b73b358e9},0x00000000
67,4769,2024-03-20 19:03:26.424303,DC$@CSECLAB.TEST,0x00000012,::1,0x40810000,{19307008-dbfd-109d-c801-50a13b68c30a},0x00000000
68,4769,2024-03-20 19:03:26.673012,DC$@CSECLAB.TEST,0x00000012,::1,0x40810000,{19307008-dbfd-109d-c801-50a13b68c30a},0x00000000
69,4769,2024-03-20 19:03:26.673365,DC$@CSECLAB.TEST,0x00000012,::1,0x60810010,{19307008-dbfd-109d-c801-50a13b68c30a},0x00000000
70,4769,2024-03-20 19:03:26.713749,DC$@CSECLAB.TEST,0x00000012,::1,0x40800000,{19307008-dbfd-109d-c801-50a13b68c30a},0x00000000
